,player,nation,pos,squad,comp,age,mp,starts,min,90s,gls,ast,g&a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg&xag,prgc,prgp,prgr,gls,ast,g&a,g_pk,g&a_pk,xg,xag,xg&xag,npxg,npxg&xag,agg_pos
72,Carles Alena,ESP,"MF,FW",Getafe, La Liga,24,35.0,26.0,2119.0,23.5,2.0,2.0,4.0,2.0,0.0,0.0,12.0,1.0,2.3,2.3,1.6,3.9,24.0,87.0,78.0,0.08,0.08,0.17,0.08,0.17,0.1,0.07,0.17,0.1,0.17,MF
73,Trent Alexander-Arnold,ENG,DF,Liverpool, Premier League,23,37.0,34.0,2923.0,32.5,2.0,9.0,11.0,2.0,0.0,0.0,5.0,0.0,2.4,2.4,11.5,13.8,43.0,235.0,139.0,0.06,0.28,0.34,0.06,0.34,0.07,0.35,0.43,0.07,0.43,DF
74,Alejandro Alfaro,ESP,MF,Elche, La Liga,20,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
75,Angel Algobia,ESP,MF,Getafe, La Liga,23,26.0,11.0,1138.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.6,0.9,10.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,MF
76,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad, La Liga,18,19.0,5.0,587.0,6.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.4,30.0,8.0,63.0,0.15,0.31,0.46,0.15,0.46,0.27,0.25,0.52,0.27,0.52,FW
78,Faride Alidou,GER,"DF,MF",Eint Frankfurt, Bundesliga,21,15.0,0.0,182.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,8.0,16.0,24.0,0.0,0.49,0.49,0.0,0.49,0.05,0.24,0.28,0.05,0.28,DF
79,Alisson,BRA,GK,Liverpool, Premier League,29,37.0,37.0,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,GK
80,Jim Allevinah,GAB,"DF,FW",Clermont Foot, Ligue 1,27,36.0,25.0,2244.0,24.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.5,2.5,2.0,4.5,82.0,59.0,141.0,0.04,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18,DF
81,Dele Alli,ENG,MF,Everton, Premier League,26,2.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
82,Domingos Andre Ribeiro Almeida,POR,MF,Valencia, La Liga,22,34.0,29.0,2539.0,28.2,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,3.4,4.9,74.0,197.0,71.0,0.07,0.14,0.21,0.07,0.21,0.05,0.12,0.17,0.05,0.17,MF
83,Miguel Almiron,PAR,FW,Newcastle Utd, Premier League,28,34.0,29.0,2491.0,27.7,11.0,2.0,13.0,11.0,0.0,0.0,2.0,0.0,8.0,8.0,3.2,11.1,77.0,124.0,264.0,0.4,0.07,0.47,0.4,0.47,0.29,0.11,0.4,0.29,0.4,FW
84,Marcos Alonso,ESP,DF,Barcelona, La Liga,31,24.0,11.0,1172.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,26.0,71.0,12.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,DF
85,Mickael Alphonse,GLP,DF,Ajaccio, Ligue 1,33,26.0,14.0,1361.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.7,1.2,30.0,51.0,34.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.03,0.08,DF
86,Eder Alvarez Balanta,COL,"MF,FW",Schalke 04, Bundesliga,29,6.0,3.0,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,MF
87,Carlos Alvarez,ESP,MF,Sevilla, La Liga,18,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
88,Gaston Alvarez,URU,DF,Getafe, La Liga,22,22.0,16.0,1501.0,16.7,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.5,0.5,0.2,0.8,11.0,38.0,27.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05,DF
89,Julian Alvarez,ARG,"FW,MF",Manchester City, Premier League,22,31.0,13.0,1465.0,16.3,9.0,0.0,9.0,8.0,1.0,1.0,0.0,0.0,7.0,6.2,1.8,8.0,38.0,37.0,99.0,0.55,0.0,0.55,0.49,0.49,0.43,0.11,0.54,0.38,0.49,FW
90,Agustin Alvarez Martinez,URU,"FW,MF",Sassuolo, Serie A,21,22.0,1.0,368.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.4,1.9,2.0,6.0,19.0,0.24,0.24,0.49,0.24,0.49,0.36,0.1,0.46,0.36,0.46,FW
91,Yeray Alvarez,ESP,DF,Athletic Club, La Liga,27,28.0,27.0,2332.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.8,0.8,1.1,1.9,32.0,152.0,8.0,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07,DF
92,Ibrahim Amadou,FRA,"DF,MF",Angers, Ligue 1,29,7.0,4.0,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,DF
93,Selim Amallah,MAR,"MF,FW",Valladolid, La Liga,25,7.0,3.0,267.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.9,0.9,0.3,1.1,11.0,10.0,9.0,0.67,0.34,1.01,0.67,1.01,0.29,0.09,0.38,0.29,0.38,MF
94,Daniel Amartey,GHA,DF,Leicester City, Premier League,27,20.0,18.0,1610.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.5,1.6,23.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,DF
95,Amath,SEN,"MF,FW",Mallorca, La Liga,26,28.0,12.0,1227.0,13.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.7,2.7,0.8,3.5,33.0,16.0,69.0,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25,MF
96,Jordan Amavi,FRA,DF,Getafe, La Liga,28,5.0,1.0,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
97,Lukas Ambros,CZE,MF,Wolfsburg, Bundesliga,18,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
98,Kelvin Amian,FRA,DF,Spezia, Serie A,24,30.0,26.0,2372.0,26.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,2.7,2.7,2.3,5.0,53.0,102.0,72.0,0.0,0.04,0.04,0.0,0.04,0.1,0.09,0.19,0.1,0.19,DF
99,Bruno Amione,ARG,DF,Hellas Verona, Serie A,20,1.0,1.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
100,Bruno Amione,ARG,DF,Sampdoria, Serie A,20,26.0,25.0,2086.0,23.2,1.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,0.9,0.9,0.6,1.5,11.0,54.0,9.0,0.04,0.04,0.09,0.04,0.09,0.04,0.03,0.06,0.04,0.06,DF
101,Nadiem Amiri,GER,"MF,FW",Leverkusen, Bundesliga,25,25.0,9.0,977.0,10.9,4.0,1.0,5.0,3.0,1.0,1.0,6.0,0.0,1.9,1.1,1.1,2.2,30.0,55.0,30.0,0.37,0.09,0.46,0.28,0.37,0.17,0.1,0.27,0.1,0.2,MF
102,Samuel Amo-Ameyaw,ENG,MF,Southampton, Premier League,16,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.86,MF
104,Ethan Ampadu,WAL,"DF,MF",Spezia, Serie A,21,31.0,31.0,2639.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,1.1,1.1,1.1,2.2,28.0,125.0,10.0,0.0,0.03,0.03,0.0,0.03,0.04,0.04,0.07,0.04,0.07,DF
105,Sofyan Amrabat,MAR,MF,Fiorentina, Serie A,25,29.0,24.0,1998.0,22.2,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.5,0.5,1.1,1.6,36.0,176.0,24.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07,MF
106,Ayoub Amraoui,MAR,"DF,FW",Nice, Ligue 1,18,7.0,3.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,DF
107,Joachim Andersen,DEN,DF,Crystal Palace, Premier League,26,32.0,32.0,2782.0,30.9,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.8,1.8,1.3,3.1,16.0,105.0,7.0,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,DF
108,Elliot Anderson,SCO,"MF,FW",Newcastle Utd, Premier League,19,22.0,3.0,410.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3,2.3,23.0,24.0,35.0,0.0,0.22,0.22,0.0,0.22,0.22,0.28,0.51,0.22,0.51,MF
109,Felipe Anderson,BRA,FW,Lazio, Serie A,29,38.0,35.0,2958.0,32.9,9.0,2.0,11.0,9.0,0.0,0.0,3.0,0.0,6.0,6.0,4.8,10.9,83.0,114.0,224.0,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33,FW
110,Benjamin Andre,FRA,MF,Lille, Ligue 1,31,34.0,33.0,2916.0,32.4,1.0,1.0,2.0,1.0,0.0,0.0,12.0,0.0,1.6,1.6,1.8,3.4,41.0,309.0,46.0,0.03,0.03,0.06,0.03,0.06,0.05,0.06,0.11,0.05,0.11,MF
111,Marcos Andre,BRA,"FW,MF",Valencia, La Liga,25,17.0,3.0,447.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.5,1.3,0.4,1.8,2.0,7.0,20.0,0.2,0.0,0.2,0.2,0.2,0.29,0.09,0.38,0.27,0.36,FW
112,Komnen Andric,SRB,FW,Clermont Foot, Ligue 1,27,34.0,16.0,1446.0,16.1,4.0,3.0,7.0,3.0,1.0,2.0,4.0,0.0,5.5,3.9,0.9,4.8,8.0,27.0,88.0,0.25,0.19,0.44,0.19,0.37,0.34,0.06,0.39,0.24,0.3,FW
113,Robert Andrich,GER,MF,Leverkusen, Bundesliga,27,29.0,28.0,2406.0,26.7,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,1.2,2.8,12.0,99.0,8.0,0.07,0.07,0.15,0.07,0.15,0.06,0.04,0.11,0.06,0.11,MF
114,Angelino,ESP,DF,Hoffenheim, Bundesliga,25,33.0,30.0,2617.0,29.1,0.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,7.2,8.3,24.0,108.0,120.0,0.0,0.28,0.28,0.0,0.28,0.04,0.25,0.28,0.04,0.28,DF
115,Fabrizio Angileri,ARG,DF,Getafe, La Liga,28,15.0,7.0,585.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,4.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DF
116,Jaidon Anthony,ENG,"MF,FW",Bournemouth, Premier League,22,30.0,11.0,1257.0,14.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.3,31.0,49.0,72.0,0.21,0.07,0.29,0.21,0.29,0.16,0.07,0.24,0.16,0.24,MF
117,Janis Antiste,FRA,FW,Sassuolo, Serie A,19,2.0,0.0,52.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,2.0,1.73,0.0,1.73,1.73,1.73,0.31,0.0,0.31,0.31,0.31,FW
118,Waldemar Anton,GER,DF,Stuttgart, Bundesliga,26,34.0,34.0,2934.0,32.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,1.4,3.0,56.0,135.0,52.0,0.03,0.06,0.09,0.03,0.09,0.05,0.04,0.09,0.05,0.09,DF
119,Josep Antoni Gaya,ESP,"DF,MF",Mallorca, La Liga,22,2.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
120,Jose Antonio,ESP,"MF,DF",Cádiz, La Liga,18,2.0,0.0,46.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.96,1.96,0.0,1.96,0.0,0.03,0.03,0.0,0.03,MF
121,Marcos Antonio,BRA,MF,Lazio, Serie A,22,16.0,6.0,594.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,1.5,1.0,25.0,8.0,0.15,0.15,0.3,0.15,0.3,0.18,0.04,0.23,0.18,0.23,MF
122,Michail Antonio,JAM,FW,West Ham, Premier League,32,33.0,21.0,1829.0,20.3,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,6.6,6.6,1.3,7.8,49.0,27.0,120.0,0.25,0.15,0.39,0.25,0.39,0.32,0.06,0.38,0.32,0.38,FW
123,Antony,BRA,FW,Manchester Utd, Premier League,22,25.0,23.0,1802.0,20.0,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,6.6,6.6,2.9,9.4,95.0,74.0,168.0,0.2,0.1,0.3,0.2,0.3,0.33,0.14,0.47,0.33,0.47,FW
124,Valentin Antov,BUL,DF,Monza, Serie A,21,9.0,2.0,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,DF
125,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum, Bundesliga,28,29.0,22.0,1981.0,22.0,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,3.8,6.0,67.0,36.0,231.0,0.14,0.27,0.41,0.14,0.41,0.1,0.17,0.27,0.1,0.27,FW
126,Anuar,MAR,"MF,FW",Valladolid, La Liga,27,3.0,3.0,210.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.8,6.0,3.0,4.0,0.43,0.0,0.43,0.43,0.43,0.15,0.2,0.35,0.15,0.35,MF
127,Houssem Aouar,ALG,MF,Lyon, Ligue 1,24,16.0,6.0,526.0,5.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.1,2.6,12.0,37.0,36.0,0.17,0.17,0.34,0.17,0.34,0.25,0.2,0.44,0.25,0.44,MF
128,Adil Aouchiche,FRA,MF,Lorient, Ligue 1,20,11.0,1.0,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,16.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22,MF
130,Dennis Appiah,FRA,"DF,MF",Nantes, Ligue 1,30,15.0,9.0,795.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,15.0,39.0,51.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,DF
131,Stredair Appuah,FRA,"DF,MF",Nantes, Ligue 1,18,5.0,0.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.29,0.38,0.09,0.38,DF
132,Mauro Arambarri,URU,MF,Getafe, La Liga,26,13.0,13.0,992.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,1.5,1.8,8.0,33.0,7.0,0.0,0.09,0.09,0.0,0.09,0.02,0.14,0.16,0.02,0.16,MF
133,Charles Aranguiz,CHI,MF,Leverkusen, Bundesliga,33,10.0,4.0,493.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,32.0,7.0,0.18,0.0,0.18,0.18,0.18,0.06,0.04,0.1,0.06,0.1,MF
134,Ronald Araujo,URU,DF,Barcelona, La Liga,23,22.0,21.0,1800.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,2.1,2.1,0.8,2.9,29.0,79.0,11.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.15,0.1,0.15,DF
135,Cameron Archer,ENG,"FW,MF",Aston Villa, Premier League,21,6.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
136,Tairyk Arconte,FRA,FW,Brest, Ligue 1,18,4.0,1.0,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.29,0.19,0.29,FW
137,Alphonse Areola,FRA,GK,West Ham, Premier League,29,5.0,2.0,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
138,Adu Ares,ESP,"FW,MF",Athletic Club, La Liga,20,8.0,0.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,FW
139,Joe Aribo,NGA,"MF,FW",Southampton, Premier League,26,21.0,13.0,1224.0,13.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.8,2.3,19.0,39.0,64.0,0.15,0.0,0.15,0.15,0.15,0.11,0.06,0.17,0.11,0.17,MF
140,Adam Armstrong,ENG,"FW,MF",Southampton, Premier League,25,30.0,14.0,1335.0,14.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,1.3,3.3,39.0,16.0,70.0,0.13,0.07,0.2,0.13,0.2,0.14,0.09,0.23,0.14,0.23,FW
141,Stuart Armstrong,SCO,"MF,FW",Southampton, Premier League,30,32.0,14.0,1408.0,15.6,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,2.2,4.7,61.0,75.0,88.0,0.13,0.06,0.19,0.13,0.19,0.15,0.14,0.3,0.15,0.3,MF
142,Marko Arnautovic,AUT,FW,Bologna, Serie A,33,21.0,18.0,1530.0,17.0,10.0,0.0,10.0,7.0,3.0,3.0,5.0,0.0,7.2,4.8,1.9,6.7,13.0,36.0,116.0,0.59,0.0,0.59,0.41,0.41,0.42,0.11,0.53,0.28,0.39,FW
143,Maximilian Arnold,GER,MF,Wolfsburg, Bundesliga,28,32.0,32.0,2767.0,30.7,5.0,3.0,8.0,2.0,3.0,5.0,5.0,0.0,5.0,1.0,4.9,5.9,29.0,150.0,19.0,0.16,0.1,0.26,0.07,0.16,0.16,0.16,0.32,0.03,0.19,MF
144,Mohamed El Arouch,FRA,MF,Lyon, Ligue 1,18,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
145,Sergio Arribas,ESP,"MF,FW",Real Madrid, La Liga,20,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88,MF
146,Kepa Arrizabalaga,ESP,GK,Chelsea, Premier League,27,29.0,29.0,2565.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
147,Roberto Arroyo,ESP,MF,Valladolid, La Liga,18,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
148,Tolgay Arslan,GER,MF,Udinese, Serie A,31,36.0,12.0,1211.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.2,2.2,1.6,3.8,45.0,77.0,37.0,0.07,0.0,0.07,0.07,0.07,0.16,0.12,0.29,0.16,0.29,MF
149,Ricard Artero,ESP,"MF,FW",Girona, La Liga,19,7.0,0.0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,MF
150,Santiago Arzamendia,PAR,"DF,MF",Cádiz, La Liga,24,12.0,5.0,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,8.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,DF
151,Takuma Asano,JPN,"FW,MF",Bochum, Bundesliga,27,25.0,21.0,1713.0,19.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,5.6,5.6,2.1,7.7,32.0,34.0,119.0,0.16,0.16,0.32,0.16,0.32,0.29,0.11,0.41,0.29,0.41,FW
152,Santiago Ascacibar,ARG,MF,Cremonese, Serie A,25,13.0,7.0,727.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,1.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,MF
153,Sergio Asenjo,ESP,GK,Valladolid, La Liga,33,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
154,Marco Asensio,ESP,"FW,MF",Real Madrid, La Liga,26,31.0,15.0,1442.0,16.0,9.0,6.0,15.0,9.0,0.0,1.0,1.0,0.0,6.3,5.5,4.9,10.4,56.0,70.0,108.0,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65,FW
156,Kristoffer Askildsen,NOR,MF,Lecce, Serie A,21,21.0,7.0,728.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.9,10.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.06,0.11,MF
157,Fisnik Asllani,KVX,FW,Hoffenheim, Bundesliga,19,8.0,0.0,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.2,1.8,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.88,0.1,0.98,0.88,0.98,FW
158,Kristjan Asllani,ALB,MF,Inter, Serie A,20,20.0,5.0,592.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.9,1.5,6.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.22,0.08,0.22,MF
159,Iago Aspas,ESP,FW,Celta Vigo, La Liga,34,37.0,31.0,2868.0,31.9,12.0,3.0,15.0,10.0,2.0,3.0,6.0,0.0,11.0,8.7,5.6,14.3,80.0,162.0,239.0,0.38,0.09,0.47,0.31,0.41,0.35,0.18,0.52,0.27,0.45,FW
160,Lorenz Assignon,TOG,DF,Rennes, Ligue 1,22,12.0,2.0,261.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.6,10.0,11.0,13.0,0.0,0.34,0.34,0.0,0.34,0.11,0.1,0.22,0.11,0.22,DF
161,Youcef Atal,ALG,"DF,MF",Nice, Ligue 1,26,18.0,8.0,779.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.3,2.3,38.0,39.0,63.0,0.12,0.0,0.12,0.12,0.12,0.12,0.15,0.27,0.12,0.27,DF
162,Valentin Atangana Edoa,FRA,MF,Reims, Ligue 1,16,7.0,2.0,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,MF
163,Pierre-Emerick Aubameyang,GAB,FW,Chelsea, Premier League,33,15.0,5.0,554.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.4,1.9,9.0,3.0,29.0,0.16,0.0,0.16,0.16,0.16,0.24,0.07,0.3,0.24,0.3,FW
164,Pierre-Emerick Aubameyang,GAB,FW,Barcelona, La Liga,33,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.18,1.18,1.18,FW
165,Emil Audero,ITA,GK,Sampdoria, Serie A,25,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
